答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意，你不必说具体哪个，请告诉我您满意的主体数量（0-3）即可：钟南山院士官方媒体自媒体,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-3）即可：南方周末环球时报钟南山院士,Q13_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q13_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q13_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q13_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q13_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q13_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q14_请问你对上述视频有什么看法：,Q15_请问你对你平时上的思想政治课有什么看法：,Q16_你所在学校组织网课的最常见形式是什么？,Q16_你所在学校组织网课的最常见形式是什么？_开放选项,Q17_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q18_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q19_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q19_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q19_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q19_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q20_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q21_你上思想政治课的班级规模：,Q22_你对中央政府的工作有多满意？,Q23_你相信国务院新闻发布会发布的信息么？,Q24_你相信纽约时报发布的信息么？,Q25_你对老师在线授课的适应程度如何？,Q26_你对自己在线自主学习的适应程度如何？,Q27_你对学校组织的在线学习，有什么建议？
1800,223.104.66.98,,,,,,,,,2021-07-04 16:58:58,2021-07-04 17:09:18,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,5.0,9.0,1,3,2,1,2,4,3,3,2,7,6,6,5,6,6,6,还行,老师们讲得很好，能客观地评价一些事,7,,0.1,0,5,5,5,5,5,5,5,4,6,4,5,5,5,5,5,5,5,5,5,5,6,6,4,5,5,能线下学习的尽量线下学习，更能够培养师生的关系
1801,120.229.91.14,,,,,,,,,2021-07-04 17:21:52,2021-07-04 17:25:35,Unknown Browser,iPhone iOS 13.7,1,,,,,,,7.0,7.0,8.0,1,3,2,1,4,3,3,2,2,5,5,6,5,5,4,4,继续努力吧,老师贴近生活 加上时事热点,4,,28,7,5,5,5,6,5,5,6,6,6,6,5,5,5,5,6,5,5,5,5,5,6,7,5,5,5,继续努力
1802,223.104.63.17,,,,,,,,,2021-07-04 17:25:03,2021-07-04 17:31:27,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,7,4,4,7,7,7,7,7,7,7,没有,没有,5,,2,10,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,4,7,7,无
1803,117.136.40.7,,,,,,,,,2021-07-04 17:26:29,2021-07-04 17:31:41,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,10.0,10.0,10.0,1,3,4,3,1,1,1,4,4,7,7,7,7,7,7,7,m,m,3,,36,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,没有
1804,27.46.67.10,,,,,,,,,2021-07-04 17:30:42,2021-07-04 17:33:18,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,9.0,9.0,1,1,2,1,4,1,1,4,3,6,7,6,7,7,7,7,挺好,挺好,3,,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,挺好
1805,112.97.53.63,,,,,,,,,2021-07-04 17:31:54,2021-07-04 17:34:23,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,8.0,8.0,8.0,3,2,3,4,2,2,3,3,3,6,6,6,6,6,6,6,无,无,7,,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,无
1806,112.97.56.31,,,,,,,,,2021-07-04 17:45:39,2021-07-04 17:48:35,Chrome 77.0.3865.120,Android Linux 6.0.1,1,,,,,,,5.0,5.0,5.0,1,3,2,1,3,1,3,4,4,5,5,5,5,5,5,5,挺好的,挺好的,7,,4,5,6,6,6,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,7,5,6,6,没有
1807,203.168.21.9,,,,,,,,,2021-07-04 17:54:34,2021-07-04 18:04:04,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,9.0,8.0,1,3,2,4,4,4,6,3,3,6,7,7,6,7,6,6,国家的发展越来越好,希望思政课不要单单将课本上的知识，可以讲讲最近发生的国家事情，不要一味只讲文字，希望能用更加生动的方式讲解，这样才不会让同学感到枯燥无味。,4,,0,0,3,3,3,3,4,4,6,5,6,6,6,4,3,7,4,5,4,4,4,5,6,7,6,4,6,我觉得对于不同专业的同学来说在线学习所占的比重应该是不同的，有些专业很大部分都是需要实践，需要动手。
1808,27.46.67.11,,,,,,,,,2021-07-04 17:54:53,2021-07-04 18:05:02,Chrome 81.0.4044.138,Windows Wechat(0x63030068,1,,,,,,,10.0,9.0,9.0,1,1,2,4,2,3,6,3,3,7,7,7,7,7,7,7,很好,不错,3,,0,12,3,5,3,3,3,3,5,5,7,5,7,3,3,3,5,3,3,5,6,5,7,7,5,6,6,我根本没有基础直接硬上，最后知道怎么用但是后面的不知道
1809,121.35.116.132,,,,,,,,,2021-07-04 18:03:22,2021-07-04 18:11:22,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,6.0,6.0,5.0,1,1,3,4,1,1,3,3,3,6,6,5,5,5,5,5,挺好的,不错的,3,,4,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,没多大用处听不进去
1810,117.136.40.168,,,,,,,,,2021-07-04 17:50:36,2021-07-04 18:15:15,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,1.0,5.0,1,1,2,1,1,1,3,2,3,7,7,7,7,7,7,6,视频和线下老师讲的没什么区别,没有什么看法，觉得就是加强思想教育，了解时事，了解社会变化、政策制度变化,4,,0,0,4,4,4,4,4,3,6,5,6,5,3,3,3,3,3,3,4,5,5,5,7,7,5,6,5,尽量减少在线学习，网上的课程很多都过时了，更新课程
1811,112.97.57.213,,,,,,,,,2021-07-04 18:15:32,2021-07-04 18:19:44,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,3,4,4,2,3,2,3,5,6,6,6,5,6,5,无,无,4,,0.2,0.2,4,4,4,4,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,5,6,7,5,6,6,无
1812,112.97.57.162,,,,,,,,,2021-07-04 19:48:50,2021-07-04 19:50:52,Unknown Browser,iPhone iOS 13.3,1,,,,,,,8.0,7.0,8.0,1,1,3,3,3,2,6,4,4,6,6,6,6,6,6,6,没,没,4,,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,没
1813,223.104.63.29,,,,,,,,,2021-07-04 21:12:05,2021-07-04 21:16:56,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,8.0,1,4,2,4,2,4,3,4,4,6,7,7,7,7,7,7,无,觉得挺不错的,4,,25,20,5,5,5,5,5,5,6,6,6,7,7,6,5,5,5,5,5,5,5,5,7,7,5,6,6,暂时没有
1814,120.229.91.255,,,,,,,,,2021-07-04 21:14:39,2021-07-04 21:18:11,Unknown Browser,iPhone iOS 13.5.1,1,,,,,,,10.0,6.0,7.0,1,3,2,1,2,4,6,3,3,6,7,6,6,7,6,7,那无,无,4,,15,16,6,7,6,7,6,7,6,6,7,6,7,6,6,7,7,7,6,5,7,5,6,6,5,6,7,无
1815,120.229.91.65,,,,,,,,,2021-07-04 21:14:05,2021-07-04 21:19:56,Unknown Browser,iPhone iOS 14.3,1,,,,,,,8.0,6.0,5.0,1,3,2,1,2,4,3,3,2,4,6,6,6,6,6,4,没有,不错，多加点时政就更好了,4,,没有在线上课,没有在线学习,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,7,4,6,6,没有
1816,120.229.91.146,,,,,,,,,2021-07-04 21:28:55,2021-07-04 21:34:45,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,9.0,8.0,1,3,3,4,3,3,3,3,3,7,7,7,7,6,6,7,无,无,4,,40,8,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,无
1817,112.97.60.124,,,,,,,,,2021-07-04 21:34:39,2021-07-04 21:36:20,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,2,7,4,4,7,7,7,7,7,7,7,十分精彩,十分精彩,3,,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,十分出色
1818,39.144.151.71,,,,,,,,,2021-07-05 08:07:35,2021-07-05 08:09:24,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,1,2,1,1,2,3,2,2,6,5,5,6,5,6,5,没有,没有,5,,。,。,5,5,5,5,5,5,5,5,5,5,5,6,7,6,5,6,5,5,5,4,5,5,5,6,6,。
1819,1.202.189.221,,,,,,,,,2021-07-05 09:09:07,2021-07-05 09:12:56,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,7.0,7.0,1,3,2,1,3,1,3,4,1,6,6,6,6,6,6,6,无,一般般,6,,2,2,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,5,无
1820,117.136.38.181,,,,,,,,,2021-07-05 09:06:21,2021-07-05 09:21:28,Chrome 77.0.3865.120,Android Linux 6.0.1,1,,,,,,,5.0,4.0,4.0,1,3,2,1,2,4,2,2,3,5,6,7,5,6,6,6,再生动一点儿,无,7,,10,0,5,6,5,4,4,4,5,5,5,5,5,4,4,4,3,5,5,5,5,4,7,7,5,5,5,无
1821,222.199.165.243,,,,,,,,,2021-07-05 09:18:57,2021-07-05 09:22:49,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,10.0,8.0,1,1,3,4,3,2,3,3,2,5,6,6,6,6,7,7,中国共产党万岁,拥护党的领导,3,,20,3,5,6,5,5,5,5,5,5,6,6,6,5,6,6,6,6,6,5,7,4,7,7,5,6,6,增加次数
1822,223.104.40.66,,,,,,,,,2021-07-05 09:29:32,2021-07-05 09:32:57,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,4,1,3,4,3,3,2,6,6,6,6,6,6,6,挺好的,有助于思想工作,3,,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,4,6,6,合理安排时间
1823,223.104.40.238,,,,,,,,,2021-07-05 09:31:47,2021-07-05 09:36:32,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,8.0,9.0,1,3,1,1,3,2,1,3,3,7,7,7,7,7,7,7,无,无,3,,100,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,3,6,5,无
1824,114.254.1.29,,,,,,,,,2021-07-05 09:46:30,2021-07-05 09:48:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,4,4,2,3,2,2,5,5,5,5,5,5,5,非常好,非常好,4,,8,8,5,5,5,5,5,5,4,4,4,5,5,5,6,7,6,5,5,6,5,5,5,6,5,5,5,无
1825,221.223.199.26,,,,,,,,,2021-07-05 09:44:57,2021-07-05 09:49:41,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,9.0,10.0,3,3,4,4,3,4,6,3,3,6,7,7,6,6,7,7,无,无,4,,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,4,6,6,无
1826,117.136.0.8,,,,,,,,,2021-07-05 09:41:03,2021-07-05 09:50:23,Unknown Browser,iPhone iOS 14.2,1,,,,,,,9.0,9.0,8.0,3,1,2,1,2,4,6,4,4,7,7,7,7,7,7,7,无,无,3,,15,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,7,无
1827,36.112.188.70,,,,,,,,,2021-07-05 09:45:06,2021-07-05 09:50:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,1,2,1,1,1,7,4,4,6,6,7,6,6,6,6,无,挺喜欢的,7,,25,5,7,5,6,6,6,5,5,5,6,6,5,6,6,6,6,6,5,5,5,5,7,7,5,6,5,增加互动
1828,222.199.165.134,,,,,,,,,2021-07-05 09:52:12,2021-07-05 09:53:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,2,2,1,7,4,4,7,7,7,7,7,7,7,无,无,3,,4,4,7,7,7,7,7,7,7,7,7,6,6,6,7,7,6,6,7,6,6,5,7,7,6,6,7,无
1829,223.67.100.89,,,,,,,,,2021-07-05 09:49:42,2021-07-05 09:54:15,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,3,4,3,4,6,2,3,7,7,7,7,7,7,7,没有,没有,7,,21,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,没有
1830,49.78.227.62,,,,,,,,,2021-07-05 09:49:59,2021-07-05 09:55:01,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,3,1,2,1,3,1,7,4,4,7,7,7,7,7,7,7,优秀,增加民族认同感,4,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,无
1831,122.96.46.69,,,,,,,,,2021-07-05 09:49:59,2021-07-05 09:56:19,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,9.0,9.0,1,3,2,1,1,4,6,4,4,7,7,7,7,7,7,7,挺好,挺好,4,,300,2,4,4,4,4,4,4,4,6,6,6,6,5,5,6,4,5,5,5,5,5,7,7,5,4,4,不建议
1832,106.121.69.43,,,,,,,,,2021-07-05 09:52:55,2021-07-05 09:57:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,9.0,1,3,3,4,2,1,6,3,3,6,6,6,7,6,6,5,希望继续普及,加油让大家全都知法守法,4,,1,1,6,5,5,6,6,5,6,5,6,5,5,6,6,6,6,5,5,5,5,5,6,6,6,6,6,希望能够提供学习资料
1833,117.136.45.195,,,,,,,,,2021-07-05 09:51:03,2021-07-05 09:59:50,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,7.0,7.0,7.0,2,1,2,1,2,4,6,3,2,5,6,7,7,5,5,5,始终向党,始终向党,4,,2,5,4,5,6,4,4,5,5,4,5,3,4,5,5,5,4,5,5,5,5,6,6,7,5,4,5,在线容易划水  ，建议线下
1834,120.242.75.80,,,,,,,,,2021-07-05 09:55:41,2021-07-05 10:01:35,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,3,6,3,3,7,7,7,6,6,6,7,很好,认真学习,7,,8,2,5,5,5,4,5,5,4,5,5,5,5,6,5,5,5,6,4,4,5,5,7,7,5,6,5,服从校里面安排
1835,223.104.146.192,,,,,,,,,2021-07-05 10:02:32,2021-07-05 10:06:31,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,5.0,5.0,1,1,2,1,2,2,2,4,4,6,6,6,6,6,6,6,无,无,4,,25,14,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,无
1836,223.104.146.215,,,,,,,,,2021-07-05 10:06:12,2021-07-05 10:09:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,3,4,1,7,4,4,7,7,7,7,7,7,7,无,很好,7,,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,无
1837,122.96.32.2,,,,,,,,,2021-07-05 10:04:27,2021-07-05 10:09:44,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,7.0,7.0,7.0,1,3,2,1,2,2,2,2,2,6,6,6,6,5,6,5,无,无,3,,20,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
1838,223.104.147.223,,,,,,,,,2021-07-05 09:55:54,2021-07-05 10:09:54,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,2,1,3,4,7,3,3,7,7,7,7,7,7,7,坚持党的领导，坚持以人民为中心。,上课内容挺丰富，结合实际内容给我们进行思想政治教育。,4,,20,10,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,5,5,不太同意在线上课
1839,39.144.151.166,,,,,,,,,2021-07-05 10:10:21,2021-07-05 10:14:30,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,10.0,1,1,3,4,2,3,7,3,3,7,7,7,7,7,7,7,无,无,4,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,6,7,7,无
1840,223.67.100.130,,,,,,,,,2021-07-05 10:14:55,2021-07-05 10:18:40,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,9.0,9.0,9.0,1,1,3,1,3,2,6,4,4,6,7,7,7,7,7,7,好,好,3,,4,2,5,5,5,5,6,6,5,6,6,7,6,6,6,6,6,6,6,6,6,5,7,7,6,6,6,无
1841,122.96.32.116,,,,,,,,,2021-07-05 10:17:39,2021-07-05 10:18:42,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,2,4,4,7,7,7,7,7,7,7,没,没,6,,2,2,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,5,4,6,4,没
1842,39.144.151.231,,,,,,,,,2021-07-05 10:05:22,2021-07-05 10:21:25,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,8.0,1,1,2,1,3,3,6,4,4,7,7,7,7,7,7,7,无看法,非常好,4,,40,10,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,6,6,6,无
1843,223.104.146.199,,,,,,,,,2021-07-05 10:10:26,2021-07-05 10:22:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,7,4,4,7,7,7,7,7,7,7,可以加强人们的思想教育,很好,7,,18,4,6,5,6,6,4,6,7,6,6,6,7,6,6,6,6,6,6,6,7,5,7,7,5,7,7,加油
1844,117.136.38.131,,,,,,,,,2021-07-05 10:18:33,2021-07-05 10:24:52,Unknown Browser,iPhone iOS 14.5.1,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,4,1,4,4,7,7,7,7,7,7,7,好,好,3,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,五
1845,49.93.177.205,,,,,,,,,2021-07-05 10:24:46,2021-07-05 10:26:51,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,3,6,4,4,7,7,7,7,7,7,7,没有,没有,3,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,没有
1846,49.93.24.221,,,,,,,,,2021-07-05 10:25:18,2021-07-05 10:26:58,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,3,7,3,3,6,6,6,6,6,6,6,好,好,5,,不知道,不知道,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
1847,223.104.41.195,,,,,,,,,2021-07-05 10:26:21,2021-07-05 10:29:28,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,1,4,4,3,3,3,6,6,6,6,6,6,6,无,无,3,,24,50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,3,7,6,无
1848,122.96.32.53,,,,,,,,,2021-07-05 10:27:56,2021-07-05 10:31:04,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,1,3,1,2,1,7,4,4,7,7,7,7,7,7,7,无,很好,4,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
1849,223.104.40.189,,,,,,,,,2021-07-05 10:21:39,2021-07-05 10:31:31,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,3,1,1,7,7,7,5,5,5,5,无,无,4,,2,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,无
1850,117.70.134.120,,,,,,,,,2021-07-05 10:31:05,2021-07-05 10:33:54,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,4,2,1,3,2,3,3,3,6,6,6,6,6,6,6,不错,很好,3,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,4,5,5,没有
1851,106.121.66.84,,,,,,,,,2021-07-05 10:21:49,2021-07-05 10:37:55,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,7.0,10.0,1,3,2,1,2,4,6,2,3,6,6,7,6,6,5,5,要听党话跟党走，提高自己修养道德,希望能上些法律的课,4,,3,3,7,5,5,5,5,5,5,5,6,6,5,5,6,6,6,6,5,6,6,5,6,7,5,6,6,无
1852,117.136.38.95,,,,,,,,,2021-07-05 10:41:44,2021-07-05 10:46:33,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,4.0,5.0,3,1,2,1,4,3,2,3,3,5,6,7,6,5,6,5,无,加强实际教育,3,,8,8,5,3,5,5,5,5,5,5,3,5,3,3,4,5,5,5,5,5,5,4,5,7,4,5,5,无
1853,49.93.142.23,,,,,,,,,2021-07-05 10:53:02,2021-07-05 10:56:36,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,1,2,1,7,4,4,6,6,6,6,6,6,6,能让我们学习到更多与国家近况相关的东西，十分有用,能让我们学习到更多与国家近况相关的东西，十分有用,3,,6,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,没有什么建议，挺好的
1854,117.136.19.35,,,,,,,,,2021-07-05 11:13:48,2021-07-05 11:16:16,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,6.0,6.0,6.0,1,1,2,1,2,3,3,2,3,7,7,7,7,7,7,7,无,无,4,,24,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,无
1855,111.197.212.20,,,,,,,,,2021-07-05 11:24:08,2021-07-05 11:27:05,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,7.0,7.0,6.0,1,3,3,4,3,1,2,3,3,5,6,5,6,3,5,5,很好,很好,3,,20,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,很好
1856,122.96.40.76,,,,,,,,,2021-07-05 11:21:18,2021-07-05 11:27:55,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,2,7,4,4,7,7,7,7,7,7,7,无,无,4,,4,4,6,5,4,3,5,4,5,5,5,5,6,5,5,4,4,6,4,5,5,5,7,6,6,6,5,减少线上学习
1857,106.84.173.45,,,,,,,,,2021-07-05 12:07:05,2021-07-05 12:10:01,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,4,3,1,3,3,3,6,6,6,6,6,6,6,很好,可以再活泼一点,3,,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,5,5,5,没有
1858,39.144.218.35,,,,,,,,,2021-07-05 12:07:30,2021-07-05 12:11:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,7.0,6.0,1,1,2,1,3,2,2,3,1,6,7,7,7,7,7,6,无,没有,7,,10,10,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,4,6,4,无
1859,183.70.38.8,,,,,,,,,2021-07-05 12:11:08,2021-07-05 12:14:46,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,7.0,7.0,7.0,1,1,2,1,3,1,3,3,2,6,6,6,6,6,6,6,无,好,4,,3,2,5,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,5,6,6,6,6,6,无
1860,39.144.219.58,,,,,,,,,2021-07-05 12:13:12,2021-07-05 12:16:00,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,4,3,1,4,4,7,7,7,7,7,7,7,无,没,4,,2,2,6,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,无
