答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意？你不必说具体哪个，请告诉我您满意的主体数量（0-4）即可：钟南山院士高等院校非政府组织中央政府,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士国务院新闻发布会,Q13_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士纽约时报,Q14_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q14_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q14_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q14_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q14_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q15_请问你对上述视频有什么看法：,Q16_请问你对你平时上的思想政治课有什么看法：,Q17_你所在学校组织网课的最常见形式是什么？,Q17_你所在学校组织网课的最常见形式是什么？_开放选项,Q18_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q19_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q22_你上思想政治课的班级规模：,Q23_你对中央政府的工作有多满意？,Q24_你相信国务院新闻发布会发布的信息么？,Q25_你相信纽约时报发布的信息么？,Q26_你对老师在线授课的适应程度如何？,Q27_你对自己在线自主学习的适应程度如何？,Q28_你对学校组织的在线学习，有什么建议？
1239,106.61.99.94,,,,,,,,,2021-07-02 16:50:11,2021-07-02 16:59:33,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,3,1,6,5,5,5,7,7,7,7,7,7,7,没有,没有,4,,10,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,6,6,。
1240,106.57.107.36,,,,,,,,,2021-07-02 16:51:26,2021-07-02 16:59:34,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,8.0,8.0,9.0,1,3,2,1,3,1,3,5,5,5,6,7,7,7,7,7,7,无,无,4,,10,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,6,6,无
1241,106.61.27.189,,,,,,,,,2021-07-02 16:51:15,2021-07-02 17:00:20,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,3,1,3,5,5,5,7,7,7,7,7,7,7,。,。,4,,10,5,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,无
1242,106.61.30.59,,,,,,,,,2021-07-02 16:57:12,2021-07-02 17:01:28,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,8.0,8.0,1,1,2,3,1,3,3,5,4,4,6,6,6,6,6,6,6,无,无,5,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,无
1243,14.25.164.171,,,,,,,,,2021-07-02 16:57:15,2021-07-02 17:01:37,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,10.0,10.0,10.0,1,1,3,4,4,4,7,5,5,5,7,7,7,7,7,7,7,很强的感染力,加强我们对党的建设方向的认知,4,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,积极拥护党的领导
1244,223.104.238.178,,,,,,,,,2021-07-02 16:57:52,2021-07-02 17:02:57,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,2,7,5,5,5,7,6,7,6,6,6,6,无,没有看法,7,,30,30,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,5,6,4,没有建议
1245,119.4.175.131,,,,,,,,,2021-07-02 16:58:42,2021-07-02 17:04:08,Chrome 83.0.4103.106,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,1,2,3,3,4,6,5,5,5,7,7,7,7,7,7,7,无,无,5,,30,3,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,6,6,无
1246,117.136.80.237,,,,,,,,,2021-07-02 16:57:43,2021-07-02 17:04:28,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,9.0,9.0,1,1,2,1,3,1,6,5,5,2,6,7,7,7,7,7,7,无,无,8,,10,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,6,无
1247,117.136.71.212,,,,,,,,,2021-07-02 16:59:10,2021-07-02 17:06:07,Unknown Browser,iPhone iOS 14.5,1,,,,,,,9.0,6.0,9.0,3,3,2,1,1,3,3,5,4,4,6,7,7,6,7,7,7,无,无,3,,12,5,5,5,5,5,5,5,5,6,6,5,5,5,6,6,6,5,5,5,5,4,7,7,7,6,5,无
1248,106.61.90.47,,,,,,,,,2021-07-02 17:01:54,2021-07-02 17:06:45,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,1,7,5,5,5,7,7,7,7,7,7,7,无,无,4,,6,6,5,5,5,5,5,5,5,5,5,7,5,7,7,7,7,7,7,7,7,4,7,7,7,7,7,无
1249,223.104.238.174,,,,,,,,,2021-07-02 17:04:56,2021-07-02 17:08:07,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,9.0,9.0,8.0,1,3,1,1,3,2,6,5,4,4,5,5,5,6,5,5,5,无,无,7,,25,24,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,6,6,无
1250,117.136.80.205,,,,,,,,,2021-07-02 17:05:31,2021-07-02 17:08:14,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,7.0,8.0,8.0,1,1,2,1,1,3,6,1,2,2,5,5,6,6,6,5,5,无,无,3,,2,2,6,6,6,6,5,5,5,6,5,5,5,5,5,6,5,6,5,5,5,4,6,6,6,6,6,无
1251,14.204.0.209,,,,,,,,,2021-07-02 17:06:42,2021-07-02 17:08:59,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,9.0,1,3,2,1,2,2,2,4,4,4,6,5,6,6,6,6,6,无,无,6,,3,4,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,7,7,7,6,4,6,6,7,6,6,无
1252,223.104.238.191,,,,,,,,,2021-07-02 17:04:10,2021-07-02 17:09:01,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,9.0,1,1,2,1,2,3,7,4,5,5,7,7,7,7,7,7,7,无,无,4,,30,10,4,5,5,5,5,5,5,6,6,6,6,6,5,6,6,6,6,6,6,5,7,7,6,6,6,无
1253,223.104.94.98,,,,,,,,,2021-07-02 17:00:22,2021-07-02 17:10:40,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,9.0,1,1,2,1,2,4,6,5,4,4,7,7,7,6,6,6,6,很好,很好,7,,5,6,6,6,5,5,5,5,5,5,6,6,6,6,5,5,6,5,5,6,5,5,7,7,6,6,5,没有
1254,39.144.227.127,,,,,,,,,2021-07-02 17:04:45,2021-07-02 17:11:00,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,9.0,9.0,10.0,1,3,1,4,2,1,3,4,5,4,7,7,7,7,7,7,7,无,无,4,,2,不清楚,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,6,无
1255,114.135.172.17,,,,,,,,,2021-07-02 17:05:26,2021-07-02 17:11:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,8.0,10.0,1,1,3,1,2,1,6,3,4,2,5,6,7,6,6,6,7,无,无,4,,2小时,2小时,6,6,6,5,6,6,6,5,6,6,6,7,6,7,6,5,4,6,6,5,6,7,5,6,6,无
1256,117.136.80.174,,,,,,,,,2021-07-02 17:00:22,2021-07-02 17:11:15,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,3,7,4,5,5,6,6,7,6,7,6,6,无,无,3,,30,40,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,4,7,7,5,6,5,无
1257,117.136.80.23,,,,,,,,,2021-07-02 17:02:09,2021-07-02 17:11:28,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,4.0,8.0,1,3,2,1,2,3,6,4,5,5,6,6,7,6,7,6,6,无,无,3,,30,40,6,6,5,4,5,5,6,5,6,6,6,5,5,5,6,6,6,5,5,5,7,7,7,6,5,无
1258,114.135.234.61,,,,,,,,,2021-07-02 17:02:40,2021-07-02 17:11:54,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,8.0,9.0,1,3,2,1,2,3,6,4,3,2,6,6,6,6,6,6,5,该视频讲解清晰，易懂,平时上思想政治教育课时思考不够活跃性，需要多学习,7,,8,6,6,5,5,4,5,6,6,5,7,5,5,5,5,5,5,5,5,5,6,6,7,7,5,6,7,网卡，
1259,223.104.238.235,,,,,,,,,2021-07-02 17:12:06,2021-07-02 17:14:15,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,1,1,2,3,2,2,7,7,7,7,7,7,7,无,无,3,,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,4,无
1260,117.61.9.245,,,,,,,,,2021-07-02 17:08:37,2021-07-02 17:14:40,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,6.0,6.0,3,1,1,4,3,4,3,5,5,4,5,6,7,5,5,5,6,没有,没有,3,,35,6,6,5,6,6,5,6,5,5,6,5,5,6,6,6,5,6,6,6,6,5,6,7,4,5,5,没有
1261,106.61.34.20,,,,,,,,,2021-07-02 17:12:21,2021-07-02 17:15:07,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,2,2,3,2,2,7,3,7,3,7,7,7,无,无,8,11111,111,111,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,1111
1262,117.136.71.160,,,,,,,,,2021-07-02 17:08:10,2021-07-02 17:15:51,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,9.0,8.0,1,1,2,1,2,2,6,5,5,2,6,7,7,7,7,7,7,加强党的建设，全面从严治党,没有,3,,15小时,15小时,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,7,5,5,没有
1263,117.136.80.103,,,,,,,,,2021-07-02 17:08:06,2021-07-02 17:16:38,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,7.0,8.0,1,1,2,1,2,4,6,5,5,4,6,6,6,6,6,6,6,让我对中国的形式有了更多了解,很好,5,,8,2,6,6,6,5,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,7,6,5,6,5,无
1264,106.61.28.29,,,,,,,,,2021-07-02 17:15:55,2021-07-02 17:19:25,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,5.0,6.0,6.0,1,1,3,1,3,3,2,2,3,3,6,6,6,6,5,5,5,好,好,5,,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,5,嗷
1265,223.104.238.236,,,,,,,,,2021-07-02 17:16:19,2021-07-02 17:20:35,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,2,1,3,4,6,3,4,2,5,6,6,7,5,5,5,没有,没有,3,,7,14,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,无
1266,117.136.71.195,,,,,,,,,2021-07-02 17:19:17,2021-07-02 17:20:55,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,5.0,7.0,1,1,2,1,2,1,3,5,5,5,7,7,7,6,7,7,7,没有,没有,8,无,8,2,5,6,6,6,6,7,7,7,5,6,7,7,7,7,7,6,7,6,6,5,7,7,5,5,5,无
1267,117.136.80.253,,,,,,,,,2021-07-02 17:19:36,2021-07-02 17:22:28,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,8.0,9.0,1,3,2,3,2,2,7,5,4,4,7,7,7,7,7,7,7,无,无,3,,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,6,7,7,6,5,7,7,7,7,7,无
1268,106.61.7.218,,,,,,,,,2021-07-02 17:19:25,2021-07-02 17:22:33,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,5.0,5.0,5.0,1,1,2,1,2,1,3,5,5,5,6,6,5,5,5,5,5,无看法,无看法,5,,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,无建议
1269,106.61.250.1,,,,,,,,,2021-07-02 17:15:09,2021-07-02 17:22:34,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,2,1,1,3,3,5,5,3,6,7,7,7,7,7,6,无,无,3,,无,6,4,5,5,5,6,5,6,6,6,6,5,5,4,5,5,5,5,5,5,5,7,7,6,5,5,无
1270,223.104.238.232,,,,,,,,,2021-07-02 17:16:48,2021-07-02 17:23:10,Chrome 78.0.3904.62,Android Linux 11,1,,,,,,,10.0,10.0,10.0,1,3,2,3,2,3,7,5,4,4,7,3,7,3,6,6,7,无,吴,4,,3,15,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,3,7,5,5,5,无
1271,14.204.0.41,,,,,,,,,2021-07-02 17:16:31,2021-07-02 17:23:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,7.0,1,3,2,1,3,2,6,5,5,4,7,7,7,7,7,7,7,无,无,4,,3,60,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,6,6,6,6,5,7,7,5,6,6,无
1272,106.61.133.39,,,,,,,,,2021-07-02 17:17:50,2021-07-02 17:24:53,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,3,2,1,3,3,6,3,3,3,5,6,6,5,5,5,5,没有,没有,4,,24,6,6,6,6,6,6,6,6,6,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,没有
1273,106.61.56.73,,,,,,,,,2021-07-02 17:22:37,2021-07-02 17:25:39,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,6.0,6.0,1,1,2,1,3,4,6,3,3,3,5,6,6,6,6,6,6,无,无,7,,8,6,5,5,5,5,5,5,5,6,5,5,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,无
1274,106.57.118.82,,,,,,,,,2021-07-02 17:18:32,2021-07-02 17:25:40,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,8.0,8.0,1,3,2,1,3,2,6,3,4,4,6,6,6,6,6,5,6,无,无,4,,35,5,6,5,5,6,5,6,5,6,6,6,6,7,7,7,7,7,6,6,6,5,6,6,5,6,6,无
1275,180.130.2.69,,,,,,,,,2021-07-02 17:21:09,2021-07-02 17:26:09,Chrome 79.0.3945.116,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,3,1,4,4,4,7,7,3,5,3,3,3,国家在不断发展,课程思政，思政课程,4,,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,7,7,6,6,无
1276,220.197.236.87,,,,,,,,,2021-07-02 17:22:50,2021-07-02 17:26:31,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,2,1,2,2,2,4,4,4,6,6,6,6,6,6,6,无,无,3,,13,13,5,5,5,5,5,5,5,6,6,5,5,6,6,6,5,5,6,5,6,4,5,5,5,5,5,无
1277,117.136.80.157,,,,,,,,,2021-07-02 17:24:26,2021-07-02 17:26:51,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,9.0,1,1,2,4,2,4,3,2,3,3,5,5,5,5,5,5,5,无,无,6,,8,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
1278,180.130.10.92,,,,,,,,,2021-07-02 17:22:06,2021-07-02 17:27:04,Chrome 76.0.3809.89,Android Linux 10,1,,,,,,,6.0,9.0,8.0,1,1,2,1,1,1,1,5,5,4,7,7,7,7,6,7,7,没有,非常好,7,,48,30,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,没有
1279,14.204.0.222,,,,,,,,,2021-07-02 17:22:59,2021-07-02 17:27:19,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,8.0,7.0,10.0,1,1,2,1,3,3,6,5,5,5,7,7,7,7,7,7,7,无,无,4,,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,5,7,7,无
1280,106.61.125.247,,,,,,,,,2021-07-02 17:22:02,2021-07-02 17:28:35,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,3,2,1,4,3,7,5,5,5,7,7,7,7,7,7,7,无,无,4,,25,10,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,6,6,5,7,7,6,4,5,无
1281,106.57.81.109,,,,,,,,,2021-07-02 17:20:39,2021-07-02 17:31:20,Chrome 78.0.3904.62,Android Linux 8.1.0,1,,,,,,,10.0,5.0,7.0,1,3,2,1,2,3,3,4,2,2,6,6,7,5,5,6,7,没有,没有,3,,48,72,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,3,5,5,5,没有
1282,117.136.80.114,,,,,,,,,2021-07-02 17:21:40,2021-07-02 17:31:21,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,9.0,1,3,2,1,2,4,3,4,2,3,7,7,7,7,7,7,7,非常好,没有,3,,12,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,5,5,5,没有
1283,106.61.208.97,,,,,,,,,2021-07-02 17:26:35,2021-07-02 17:33:33,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,8.0,1,3,2,1,3,3,7,3,3,2,6,6,7,6,6,6,6,学到了知识,让我更了解政治方面的认识,4,,2小时,2小时,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,7,6,无建议
1284,106.57.81.243,,,,,,,,,2021-07-02 17:31:07,2021-07-02 17:35:15,Chrome 79.0.3945.116,Android Linux 9,1,,,,,,,10.0,6.0,8.0,1,1,1,1,2,3,6,5,5,5,6,7,7,7,7,7,7,无,无,4,,24,24,6,6,6,6,6,6,6,6,7,6,6,7,7,5,6,6,6,6,6,4,7,7,5,7,7,无
1285,117.136.80.175,,,,,,,,,2021-07-02 17:31:48,2021-07-02 17:35:33,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,3.0,5.0,6.0,1,2,1,4,1,4,1,3,5,5,7,7,7,5,4,6,6,无,无,4,,24,2,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,4,6,6,5,5,5,无
1286,106.57.122.247,,,,,,,,,2021-07-02 17:29:58,2021-07-02 17:35:58,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,5.0,5.0,1,1,2,1,3,4,3,4,5,4,7,7,7,7,7,7,7,没有看法,老师应该多讲讲当下形势和国情,4,,40,29,5,5,6,5,3,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,7,7,5,5,5,没有
1287,117.136.71.171,,,,,,,,,2021-07-02 17:27:21,2021-07-02 17:36:12,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,7.0,8.0,7.0,1,1,2,1,3,3,3,2,4,4,7,7,7,7,7,7,7,国家强大,没有,7,,1.5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,6,5,5,没有
1288,223.104.238.62,,,,,,,,,2021-07-02 17:30:32,2021-07-02 17:37:10,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,3,7,5,5,4,7,7,7,7,7,7,7,非常好,值得学习,4,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,7,无
1289,223.104.238.120,,,,,,,,,2021-07-02 17:32:57,2021-07-02 17:37:30,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,1,2,1,2,1,3,4,4,5,7,7,7,7,7,7,7,无,无,4,,60,10,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,7,7,3,5,5,无
1290,117.136.80.197,,,,,,,,,2021-07-02 17:31:20,2021-07-02 17:38:25,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,4.0,5.0,6.0,1,3,2,1,2,3,3,5,5,5,5,6,5,6,6,5,5,好,好,3,,42,42,5,4,5,5,5,4,5,5,5,5,5,6,5,4,5,4,4,4,4,4,6,7,6,5,5,实操
1291,223.104.238.46,,,,,,,,,2021-07-02 17:36:05,2021-07-02 17:39:58,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,6.0,6.0,6.0,3,1,2,1,3,2,3,3,3,4,5,7,7,7,7,7,7,非常好,很好,3,,12,2,6,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,6,6,6,6,7,尽量多搞一点这样的学习活动。
1292,223.104.238.44,,,,,,,,,2021-07-02 17:35:08,2021-07-02 17:39:59,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,7.0,2,1,2,1,2,3,3,2,2,2,5,7,7,6,6,6,4,无,幽默有趣,3,,24,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,6,5,无
1293,180.130.10.7,,,,,,,,,2021-07-02 17:36:23,2021-07-02 17:40:03,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,7.0,1,3,2,1,3,3,3,5,5,5,6,6,6,6,7,7,7,无,无,7,,5,3,5,5,5,5,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,4,6,7,5,6,6,无
1294,39.144.147.86,,,,,,,,,2021-07-02 17:34:02,2021-07-02 17:40:32,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,7.0,10.0,1,1,2,1,2,3,6,5,4,4,7,7,7,7,7,7,6,很喜欢,很满意,7,,25,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,7,7,6,6,无建议
1295,106.61.133.71,,,,,,,,,2021-07-02 17:35:24,2021-07-02 17:40:52,Unknown Browser,iPhone iOS 14.0,1,,,,,,,5.0,5.0,5.0,1,1,2,1,2,4,3,5,3,2,7,7,7,6,7,7,7,无,无,3,,20,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,4,5,6,无
1296,175.18.159.213,,,,,,,,,2021-07-02 17:38:26,2021-07-02 17:41:02,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,1,1,3,1,3,2,2,2,5,5,5,4,5,4,6,无,无,4,,20,20,6,6,6,6,6,7,5,5,6,5,5,5,5,5,6,5,5,5,6,4,6,5,5,5,5,无
1297,220.197.235.129,,,,,,,,,2021-07-02 17:38:39,2021-07-02 17:41:06,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,5.0,5.0,1,3,2,1,2,2,2,4,4,4,5,5,5,5,5,5,5,无,无,7,,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,无
1298,117.136.80.247,,,,,,,,,2021-07-02 17:37:46,2021-07-02 17:41:08,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,9.0,8.0,8.0,1,1,2,1,3,2,7,4,5,5,6,6,6,6,5,5,5,暂无,暂无,7,,2,1,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,暂无
1299,223.104.238.143,,,,,,,,,2021-07-02 17:38:58,2021-07-02 17:41:37,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,5.0,5.0,6.0,3,1,2,1,3,1,7,4,5,4,7,7,7,7,7,7,7,不错,无,4,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,无
1300,223.104.238.158,,,,,,,,,2021-07-02 17:40:30,2021-07-02 17:41:56,Chrome 78.0.3904.96,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,4,2,2,3,3,3,3,2,3,5,6,5,5,5,5,5,还好,很好,3,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,7,7,很好
